pk,LunarDay,LunarMonth,LunarMonthName,LunarYear,Day,monthName,month,Year,dataFile,hijri_date_value
2020-10-31,14,3,RABI-UL-AWWAL,1442,31,October,10,2020,Y2020-hijri_calendar.json,1442-03-14
2020-11-01,15,3,RABI-UL-AWWAL,1442,1,November,11,2020,Y2020-hijri_calendar.json,1442-03-15
2020-11-02,16,3,RABI-UL-AWWAL,1442,2,November,11,2020,Y2020-hijri_calendar.json,1442-03-16
2020-11-03,17,3,RABI-UL-AWWAL,1442,3,November,11,2020,Y2020-hijri_calendar.json,1442-03-17
2020-11-04,18,3,RABI-UL-AWWAL,1442,4,November,11,2020,Y2020-hijri_calendar.json,1442-03-18
2020-11-05,19,3,RABI-UL-AWWAL,1442,5,November,11,2020,Y2020-hijri_calendar.json,1442-03-19
2020-11-06,20,3,RABI-UL-AWWAL,1442,6,November,11,2020,Y2020-hijri_calendar.json,1442-03-20
2020-11-07,21,3,RABI-UL-AWWAL,1442,7,November,11,2020,Y2020-hijri_calendar.json,1442-03-21
2020-11-08,22,3,RABI-UL-AWWAL,1442,8,November,11,2020,Y2020-hijri_calendar.json,1442-03-22
2020-11-09,23,3,RABI-UL-AWWAL,1442,9,November,11,2020,Y2020-hijri_calendar.json,1442-03-23
2020-11-10,24,3,RABI-UL-AWWAL,1442,10,November,11,2020,Y2020-hijri_calendar.json,1442-03-24
2020-11-11,25,3,RABI-UL-AWWAL,1442,11,November,11,2020,Y2020-hijri_calendar.json,1442-03-25
2020-11-12,26,3,RABI-UL-AWWAL,1442,12,November,11,2020,Y2020-hijri_calendar.json,1442-03-26
2020-11-13,27,3,RABI-UL-AWWAL,1442,13,November,11,2020,Y2020-hijri_calendar.json,1442-03-27
2020-11-14,28,3,RABI-UL-AWWAL,1442,14,November,11,2020,Y2020-hijri_calendar.json,1442-03-28
2020-11-15,29,3,RABI-UL-AWWAL,1442,15,November,11,2020,Y2020-hijri_calendar.json,1442-03-29
2020-11-16,30,3,RABI-UL-AWWAL,1442,16,November,11,2020,Y2020-hijri_calendar.json,1442-03-30
2020-11-17,1,4,Rabi-us-Sani,1442,17,November,11,2020,Y2020-hijri_calendar.json,1442-04-01
2020-11-18,2,4,Rabi-us-Sani,1442,18,November,11,2020,Y2020-hijri_calendar.json,1442-04-02
2020-11-19,3,4,Rabi-us-Sani,1442,19,November,11,2020,Y2020-hijri_calendar.json,1442-04-03
2020-11-20,4,4,Rabi-us-Sani,1442,20,November,11,2020,Y2020-hijri_calendar.json,1442-04-04
2020-11-21,5,4,Rabi-us-Sani,1442,21,November,11,2020,Y2020-hijri_calendar.json,1442-04-05
2020-11-22,6,4,Rabi-us-Sani,1442,22,November,11,2020,Y2020-hijri_calendar.json,1442-04-06
2020-11-23,7,4,Rabi-us-Sani,1442,23,November,11,2020,Y2020-hijri_calendar.json,1442-04-07
2020-11-24,8,4,Rabi-us-Sani,1442,24,November,11,2020,Y2020-hijri_calendar.json,1442-04-08
2020-11-25,9,4,Rabi-us-Sani,1442,25,November,11,2020,Y2020-hijri_calendar.json,1442-04-09
2020-11-26,10,4,Rabi-us-Sani,1442,26,November,11,2020,Y2020-hijri_calendar.json,1442-04-10
2020-11-27,11,4,Rabi-us-Sani,1442,27,November,11,2020,Y2020-hijri_calendar.json,1442-04-11
2020-11-28,12,4,Rabi-us-Sani,1442,28,November,11,2020,Y2020-hijri_calendar.json,1442-04-12
2020-11-29,13,4,Rabi-us-Sani,1442,29,November,11,2020,Y2020-hijri_calendar.json,1442-04-13
2020-11-30,14,4,Rabi-us-Sani,1442,30,November,11,2020,Y2020-hijri_calendar.json,1442-04-14
2020-12-01,15,4,Rabi-us-Sani,1442,1,December,12,2020,Y2020-hijri_calendar.json,1442-04-15
2020-12-02,16,4,Rabi-us-Sani,1442,2,December,12,2020,Y2020-hijri_calendar.json,1442-04-16
2020-12-03,17,4,Rabi-us-Sani,1442,3,December,12,2020,Y2020-hijri_calendar.json,1442-04-17
2020-12-04,18,4,Rabi-us-Sani,1442,4,December,12,2020,Y2020-hijri_calendar.json,1442-04-18
2020-12-05,19,4,Rabi-us-Sani,1442,5,December,12,2020,Y2020-hijri_calendar.json,1442-04-19
2020-12-06,20,4,Rabi-us-Sani,1442,6,December,12,2020,Y2020-hijri_calendar.json,1442-04-20
2020-12-07,21,4,Rabi-us-Sani,1442,7,December,12,2020,Y2020-hijri_calendar.json,1442-04-21
2020-12-08,22,4,Rabi-us-Sani,1442,8,December,12,2020,Y2020-hijri_calendar.json,1442-04-22
2020-12-09,23,4,Rabi-us-Sani,1442,9,December,12,2020,Y2020-hijri_calendar.json,1442-04-23
2020-12-10,24,4,Rabi-us-Sani,1442,10,December,12,2020,Y2020-hijri_calendar.json,1442-04-24
2020-12-11,25,4,Rabi-us-Sani,1442,11,December,12,2020,Y2020-hijri_calendar.json,1442-04-25
2020-12-12,26,4,Rabi-us-Sani,1442,12,December,12,2020,Y2020-hijri_calendar.json,1442-04-26
2020-12-13,27,4,Rabi-us-Sani,1442,13,December,12,2020,Y2020-hijri_calendar.json,1442-04-27
2020-12-14,28,4,Rabi-us-Sani,1442,14,December,12,2020,Y2020-hijri_calendar.json,1442-04-28
2020-12-15,29,4,Rabi-us-Sani,1442,15,December,12,2020,Y2020-hijri_calendar.json,1442-04-29
2020-12-16,1,5,JAMADI-UL-AWWAL,1442,16,December,12,2020,Y2020-hijri_calendar.json,1442-05-01
2020-12-17,2,5,JAMADI-UL-AWWAL,1442,17,December,12,2020,Y2020-hijri_calendar.json,1442-05-02
2020-12-18,3,5,JAMADI-UL-AWWAL,1442,18,December,12,2020,Y2020-hijri_calendar.json,1442-05-03
2020-12-19,4,5,JAMADI-UL-AWWAL,1442,19,December,12,2020,Y2020-hijri_calendar.json,1442-05-04
2020-12-20,5,5,JAMADI-UL-AWWAL,1442,20,December,12,2020,Y2020-hijri_calendar.json,1442-05-05
2020-12-21,6,5,JAMADI-UL-AWWAL,1442,21,December,12,2020,Y2020-hijri_calendar.json,1442-05-06
2020-12-22,7,5,JAMADI-UL-AWWAL,1442,22,December,12,2020,Y2020-hijri_calendar.json,1442-05-07
2020-12-23,8,5,JAMADI-UL-AWWAL,1442,23,December,12,2020,Y2020-hijri_calendar.json,1442-05-08
2020-12-24,9,5,JAMADI-UL-AWWAL,1442,24,December,12,2020,Y2020-hijri_calendar.json,1442-05-09
2020-12-25,10,5,JAMADI-UL-AWWAL,1442,25,December,12,2020,Y2020-hijri_calendar.json,1442-05-10
2020-12-26,11,5,JAMADI-UL-AWWAL,1442,26,December,12,2020,Y2020-hijri_calendar.json,1442-05-11
2020-12-27,12,5,JAMADI-UL-AWWAL,1442,27,December,12,2020,Y2020-hijri_calendar.json,1442-05-12
2020-12-28,13,5,JAMADI-UL-AWWAL,1442,28,December,12,2020,Y2020-hijri_calendar.json,1442-05-13
2020-12-29,14,5,JAMADI-UL-AWWAL,1442,29,December,12,2020,Y2020-hijri_calendar.json,1442-05-14
2020-12-30,15,5,JAMADI-UL-AWWAL,1442,30,December,12,2020,Y2020-hijri_calendar.json,1442-05-15
2020-12-31,16,5,JAMADI-UL-AWWAL,1442,31,December,12,2020,Y2020-hijri_calendar.json,1442-05-16
